flat_type,block,ethnicity,floor_data,price_range,project
5-room,Blk 517A,Indian/ Other Races,#10:1; #11:1; #12:1,"$471,900 - $525,700",Important notes
5-room,Blk 517C,Indian/ Other Races,#03:1; #04:1; #08:1; #10:1,"$471,900 - $525,700",Important notes
5-room,Blk 518A,Indian/ Other Races,#03:1; #11:1,"$471,900 - $525,700",Important notes
5-room,Blk 519A,Indian/ Other Races,#07:1; #08:2; #10:1; #11:1,"$471,900 - $525,700",Important notes
5-room,Blk 519B,Indian/ Other Races,#08:1; #12:1,"$471,900 - $525,700",Important notes
5-room,Blk 516B,Malay,#03:1; #09:1; #12:1; #13:1,"$471,900 - $525,700",Important notes
5-room,Blk 516C,Malay,#05:1; #08:2; #11:1,"$471,900 - $525,700",Important notes
5-room,Blk 517A,Malay,#10:1; #11:1; #12:1,"$471,900 - $525,700",Important notes
5-room,Blk 517C,Malay,#03:1; #04:1; #08:1; #10:1,"$471,900 - $525,700",Important notes
5-room,Blk 518A,Malay,#03:1; #11:1,"$471,900 - $525,700",Important notes
5-room,Blk 519A,Malay,#07:1; #08:2; #10:1; #11:1,"$471,900 - $525,700",Important notes
5-room,Blk 519B,Malay,#08:1; #12:1,"$471,900 - $525,700",Important notes
